,t,x,y,vx,vy,s
13531,1671.8563157894737,466000,-861000,-101.7664031982422,-74.55121612548828,1529.2572021484375
13532,1658.5105263157895,466000,-861500,-101.65872955322266,-75.40225982666016,1529.322998046875
13533,1632.561428571429,466000,-862000,-101.6120147705078,-75.88750457763672,1530.666015625
13534,1660.1792857142857,466000,-862500,-101.38645935058594,-76.18949890136719,1531.3642578125
13535,1621.4557142857143,466000,-864000,-100.52824401855467,-78.2829360961914,1528.6385498046875
13536,1608.9616666666666,466000,-864500,-100.11172485351562,-78.95767974853516,1525.3922119140625
13537,1595.7605555555556,466000,-865000,-99.73757934570312,-79.53948211669922,1520.09130859375
13538,1624.6475,466000,-865500,-99.10432434082033,-79.8213882446289,1515.027587890625
13539,1635.3307142857143,466000,-866000,-99.2101593017578,-79.82038879394531,1509.7694091796875
13540,1365.996,466000,-868000,-104.73056030273438,-76.81578826904297,1489.6544189453125
13541,1372.7833333333335,466000,-868500,-107.26836395263672,-74.29004669189453,1482.1126708984375
13542,1817.1152631578948,466000,-869500,-112.7664566040039,-68.05504608154297,1464.559814453125
13543,1528.1176923076923,466000,-873500,-113.38408660888672,-49.44670867919922,1471.6343994140625
13544,1490.9744,466000,-874000,-112.94550323486328,-49.88105392456055,1472.0999755859375
13545,1415.212142857143,466000,-874500,-114.53372192382812,-51.87757110595703,1470.552490234375
13546,1342.5273333333332,466000,-875000,-115.2153549194336,-52.4620361328125,1465.892333984375
13547,1305.9,466000,-875500,-115.70429229736328,-52.797149658203125,1458.5509033203125
13548,1260.2804545454546,466000,-878500,-120.90608215332033,-54.83641815185547,1419.868896484375
