,center_index,t_mean,t_std,t_count,t_sem,t_sem_check,x,y
10497,446000_-806000,1400.5011764705882,10.294399498242253,17,2.496758616679897,2.496758616679897,446000,-806000
10498,446000_-830500,1492.97,11.570982515051979,12,3.3402549349268567,3.3402549349268567,446000,-830500
10499,446000_-831000,1506.0263157894738,20.386443810240007,19,4.676970967737182,4.676970967737182,446000,-831000
10500,446000_-831500,1508.6145454545456,6.973265180152442,11,2.102518560565064,2.102518560565064,446000,-831500
10501,446000_-832000,1446.7654545454545,5.279902202951011,11,1.5919504124508557,1.5919504124508557,446000,-832000
10502,446000_-832500,1500.9366666666667,33.65421186821338,18,7.9323738091674905,7.9323738091674905,446000,-832500
10503,446000_-833000,1642.7706818181819,34.078638292872014,44,5.137548026531552,5.137548026531552,446000,-833000
10504,446000_-833500,1670.353846153846,9.344258966928464,13,2.591631141267288,2.591631141267288,446000,-833500
10505,446000_-842500,1827.658888888889,51.49634663099777,18,12.137805303037183,12.137805303037183,446000,-842500
10506,446000_-846500,1569.5964285714285,13.104771067259184,14,3.5023973904136967,3.5023973904136967,446000,-846500
10507,446000_-847000,1555.005,0.9166060586022928,4,0.4583030293011464,0.4583030293011464,446000,-847000
10508,446000_-850500,1913.6284210526317,17.9378632021016,19,4.1152280505798835,4.1152280505798835,446000,-850500
10509,446000_-853500,1850.6033333333332,1.4911181486834915,3,0.8608974645359503,0.8608974645359503,446000,-853500
10510,446000_-854000,1876.565,15.207246022174536,20,3.4004435856145534,3.4004435856145534,446000,-854000
10511,446000_-854500,1916.4036363636362,11.238674541712756,11,3.3885878723436944,3.3885878723436944,446000,-854500
10512,446000_-859000,1831.1950000000002,10.100948848848724,18,2.380816475813128,2.380816475813128,446000,-859000
10513,446000_-867000,1230.3366666666666,14.369762814094585,21,3.135739324483337,3.135739324483337,446000,-867000
10514,446000_-867500,1240.7166666666667,8.303863558609411,9,2.7679545195364703,2.7679545195364703,446000,-867500
10515,446000_-868500,1223.7481818181818,4.762374994098595,22,1.0153417602958663,1.0153417602958663,446000,-868500
10516,446000_-873500,1525.392857142857,6.521733404042695,14,1.7430065689861935,1.7430065689861935,446000,-873500
10517,446000_-874000,1534.4133333333332,0.9619802807781404,12,0.2776997870311856,0.2776997870311856,446000,-874000
10518,446000_-877500,1395.0566666666666,0.7955291739883925,6,0.32477342529489034,0.32477342529489034,446000,-877500
10519,446000_-878000,1387.5677777777778,3.943210927442278,18,0.9294237288144435,0.9294237288144435,446000,-878000
10520,446000_-879500,1979.8580000000002,89.8705763335603,20,20.095671785892463,20.095671785892463,446000,-879500
10521,446000_-882000,1249.09,1.4100000000000819,3,0.8140638795574197,0.8140638795574197,446000,-882000
10522,446000_-882500,1275.11,11.39270721899663,19,2.6136662874185586,2.6136662874185586,446000,-882500
10523,446000_-886000,978.0,,1,,,446000,-886000
10524,446000_-887500,1015.5297297297296,14.046382390432633,37,2.3092110402909287,2.3092110402909287,446000,-887500
10525,446000_-888000,982.48,,1,,,446000,-888000
10526,446000_-892500,941.1589473684211,9.969338490668308,19,2.2871231060407085,2.2871231060407085,446000,-892500
10527,446000_-893000,1052.0495,49.83957025190672,20,11.144466705263975,11.144466705263975,446000,-893000
10528,446000_-893500,1115.0521428571428,5.216081904989633,14,1.3940565278444539,1.3940565278444539,446000,-893500
10529,446000_-894500,1086.4004347826087,11.432492163788996,23,2.3838394047445615,2.3838394047445615,446000,-894500
10530,446000_-897500,1023.5364285714286,4.590776048259714,14,1.2269365079997032,1.2269365079997032,446000,-897500
10531,446000_-898000,986.3195,20.43572065487806,20,4.5695660553503865,4.5695660553503865,446000,-898000
10532,446000_-902000,1079.61,,1,,,446000,-902000
10533,446000_-902500,1091.5490476190475,6.223241040456125,21,1.358022530278378,1.358022530278378,446000,-902500
10534,446000_-903000,1098.3433333333332,0.1872609587358828,6,0.07644896627454816,0.07644896627454816,446000,-903000
10535,446000_-904000,1024.1119999999999,2.565846838764849,5,1.147481590266229,1.147481590266229,446000,-904000
10536,446000_-904500,1012.78,5.302618849838852,13,1.470681858256605,1.470681858256605,446000,-904500
10537,446000_-909000,1215.9299999999998,14.221914232776161,19,3.2627308907565302,3.2627308907565302,446000,-909000
10538,446000_-909500,1156.399411764706,1.7950712750063968,17,0.4353687336684436,0.4353687336684436,446000,-909500
10539,446000_-911000,1144.575,3.986472263933535,10,1.260633218311788,1.260633218311788,446000,-911000
10540,446000_-911500,1153.03,5.719223517843856,18,1.3480339108629908,1.3480339108629908,446000,-911500
10541,446000_-912000,1156.6933333333334,4.717843332952547,36,0.7863072221587578,0.7863072221587578,446000,-912000
10542,446000_-912500,1155.929,1.0060864773965132,10,0.3181524791668493,0.3181524791668493,446000,-912500
10543,446000_-915000,1408.520588235294,4.580632421658777,17,1.110966547448703,1.110966547448703,446000,-915000
10544,446000_-919000,968.4608333333334,16.434417575947343,12,4.744207705723958,4.744207705723958,446000,-919000
10545,446000_-919500,929.8393023255813,25.10980091284294,43,3.82920874054488,3.82920874054488,446000,-919500
10546,446000_-928000,871.54,0.0,2,0.0,0.0,446000,-928000
10547,446000_-928500,882.4016666666666,4.246815069589669,18,1.0009839113840249,1.0009839113840249,446000,-928500
10548,446000_-929000,878.76,7.972688536497512,17,1.9336609974194308,1.9336609974194308,446000,-929000
10549,446000_-929500,919.4411764705883,15.627926977186599,34,2.6801673652979465,2.6801673652979465,446000,-929500
10550,446000_-930000,936.9188235294118,8.356717269922012,17,2.026801646312453,2.026801646312453,446000,-930000
10551,446000_-930500,933.1833333333333,10.517575766306603,18,2.4790163819995663,2.4790163819995663,446000,-930500
10552,446000_-931000,910.6464705882353,7.654860336067948,17,1.8565763361740737,1.8565763361740737,446000,-931000
10553,446000_-931500,955.9368421052632,15.724045299629326,19,3.607343391828419,3.607343391828419,446000,-931500
10554,446000_-932000,982.9484210526316,14.54456800594409,19,3.3367527429139563,3.3367527429139563,446000,-932000
10555,446000_-934000,1105.5992307692309,24.52410054807942,13,6.801761693133452,6.801761693133452,446000,-934000
10556,446000_-934500,993.3875,15.87884056320173,20,3.5506166903200116,3.5506166903200116,446000,-934500
10557,446000_-935000,988.34,,1,,,446000,-935000
10558,446000_-935500,1091.44375,4.3404869295637285,8,1.5345938707730444,1.5345938707730444,446000,-935500
10559,446000_-936000,1128.4663157894738,34.42892617980906,19,7.898537365916291,7.898537365916291,446000,-936000
10560,446000_-936500,1150.3676923076923,5.377608132875576,13,1.491480143264235,1.491480143264235,446000,-936500
10561,446000_-937500,1211.838823529412,34.317870505458366,17,8.323306172957281,8.323306172957281,446000,-937500
10562,446000_-938000,1215.9646666666667,30.116806138002467,30,5.4985513605979985,5.4985513605979985,446000,-938000
10563,446000_-939500,1282.995,14.71557648128232,18,3.4684946396613343,3.4684946396613343,446000,-939500
10564,446000_-976000,291.0775,3.0598821172438364,8,1.0818316973672835,1.0818316973672835,446000,-976000
10565,446000_-976500,344.8336842105263,37.559941606055396,19,8.616841567688644,8.616841567688644,446000,-976500
10566,446000_-977000,496.79285714285714,28.422855658950336,7,10.742829660552495,10.742829660552495,446000,-977000
10567,446500_-806000,1388.8366666666668,5.816699084127857,18,1.371009122169463,1.371009122169463,446500,-806000
10568,446500_-829500,1570.9264705882354,2.3157286681964,17,0.5616466999555688,0.5616466999555688,446500,-829500
10569,446500_-830000,1543.2522222222224,10.38317052086491,18,2.4473367618399453,2.4473367618399453,446500,-830000
10570,446500_-830500,1531.5120833333333,11.765573205854507,24,2.4016375738087676,2.4016375738087676,446500,-830500
10571,446500_-831000,1545.6805555555557,4.41260690218417,18,1.0400614210816639,1.0400614210816639,446500,-831000
10572,446500_-831500,1489.0555555555557,21.165895493130996,18,4.988849411026238,4.988849411026238,446500,-831500
10573,446500_-832000,1445.7542857142857,4.984324953099911,7,1.883897754205149,1.883897754205149,446500,-832000
10574,446500_-833000,1563.9233333333332,3.152004031051488,18,0.7429344748946135,0.7429344748946135,446500,-833000
10575,446500_-842500,2063.4005555555555,82.54362372297624,18,19.455718692742426,19.455718692742426,446500,-842500
10576,446500_-847000,1539.4457894736843,13.473711571381301,19,3.091081428108721,3.091081428108721,446500,-847000
10577,446500_-850500,1917.7059999999997,2.3190795587905217,5,1.0371239077371652,1.0371239077371652,446500,-850500
10578,446500_-851000,1903.5,6.64054842112692,13,1.841756756121119,1.841756756121119,446500,-851000
10579,446500_-853000,1823.402222222222,17.71376452352153,18,4.175174338307922,4.175174338307922,446500,-853000
10580,446500_-853500,1848.1725,1.0259142264340642,16,0.25647855660851604,0.25647855660851604,446500,-853500
10581,446500_-854500,1534.7711764705882,69.27785927718459,17,16.802348900971083,16.802348900971083,446500,-854500
10582,446500_-855000,1538.336,18.33708482829259,5,8.200593637048458,8.200593637048458,446500,-855000
10583,446500_-859000,1808.6433333333334,1.6532248428306244,15,0.4268608189212922,0.4268608189212922,446500,-859000
10584,446500_-859500,1810.4,0.3175951301053764,4,0.1587975650526882,0.1587975650526882,446500,-859500
10585,446500_-866000,1226.72,3.0343038740376183,7,1.1468590647004848,1.1468590647004848,446500,-866000
10586,446500_-866500,1215.5809523809523,2.715079933928166,21,0.592479015003882,0.592479015003882,446500,-866500
10587,446500_-869000,1184.0208695652175,35.61318345182203,23,7.425862080163783,7.425862080163783,446500,-869000
10588,446500_-873000,1477.3817647058822,11.212830951244118,17,2.7195109631867322,2.7195109631867322,446500,-873000
10589,446500_-873500,1503.99,5.341488556573029,9,1.7804961855243429,1.7804961855243429,446500,-873500
10590,446500_-877000,1411.8162499999999,4.9435959656336355,8,1.747825115373001,1.747825115373001,446500,-877000
10591,446500_-877500,1397.4923529411765,1.8823440486920997,17,0.45653549038296,0.45653549038296,446500,-877500
10592,446500_-879500,2204.7371428571428,28.419997486679478,7,10.74174937297637,10.74174937297637,446500,-879500
10593,446500_-880000,2072.8337500000002,106.5326354300255,16,26.633158857506373,26.633158857506373,446500,-880000
10594,446500_-882000,1280.301,22.46446267236088,20,5.023206561340551,5.023206561340551,446500,-882000
10595,446500_-887500,1045.7637837837838,12.590588273113424,37,2.0698799616785544,2.0698799616785544,446500,-887500
10596,446500_-892500,962.2084210526315,2.8396425110642194,19,0.6514586706058426,0.6514586706058426,446500,-892500
10597,446500_-893500,1117.6016666666667,4.689040058121292,6,1.9142925876445906,1.9142925876445906,446500,-893500
10598,446500_-894000,1088.9445,10.931588932033016,20,2.444377595411015,2.444377595411015,446500,-894000
10599,446500_-894500,1072.8807692307694,10.519865700614965,13,2.917685784197089,2.917685784197089,446500,-894500
10600,446500_-895000,1045.71,8.915722869499442,8,3.1521840501015195,3.1521840501015195,446500,-895000
10601,446500_-898500,974.0068421052632,6.116676705379181,19,1.4032618752135346,1.4032618752135346,446500,-898500
10602,446500_-899000,1010.1121428571429,6.302972654685643,14,1.6845402994313354,1.6845402994313354,446500,-899000
10603,446500_-901500,1077.8125,2.4051247368899156,4,1.2025623684449578,1.2025623684449578,446500,-901500
10604,446500_-902000,1070.2545454545455,4.016497796022665,22,0.8563202073527626,0.8563202073527626,446500,-902000
10605,446500_-904000,1039.1994736842105,7.76715196887533,19,1.7819068690237125,1.7819068690237125,446500,-904000
10606,446500_-909000,1177.5533333333333,6.942511835656817,18,1.6363657324869338,1.6363657324869338,446500,-909000
10607,446500_-909500,1162.013888888889,1.9635116767097032,18,0.4628041405134664,0.4628041405134664,446500,-909500
10608,446500_-912000,1179.8764705882354,6.188166066348494,17,1.5008507247304579,1.5008507247304579,446500,-912000
10609,446500_-912500,1151.705,0.8428861980464443,8,0.298005273203594,0.298005273203594,446500,-912500
10610,446500_-913000,1151.2488888888888,10.564259885486921,18,2.4900199344149407,2.4900199344149407,446500,-913000
10611,446500_-913500,1137.7666666666667,15.917603647608424,18,3.7518151598212137,3.7518151598212137,446500,-913500
10612,446500_-914000,1190.4415384615384,17.672806250542962,13,4.901554547513318,4.901554547513318,446500,-914000
10613,446500_-915000,1422.7458823529412,4.122006578754301,17,0.9997334419820509,0.9997334419820509,446500,-915000
10614,446500_-918500,1088.66,,1,,,446500,-918500
10615,446500_-919000,987.7835294117647,47.339293269905525,51,6.6288269557809905,6.6288269557809905,446500,-919000
10616,446500_-922500,841.0,,1,,,446500,-922500
10617,446500_-925500,835.3135294117646,2.8743193567705254,17,0.69712484174837,0.69712484174837,446500,-925500
10618,446500_-926000,886.57,35.36545224509354,17,8.577382064956348,8.577382064956348,446500,-926000
10619,446500_-926500,966.6577777777778,8.638751649709556,18,2.0361732908320342,2.0361732908320342,446500,-926500
10620,446500_-927000,961.4717647058824,7.809660872354008,17,1.8941209809981727,1.8941209809981727,446500,-927000
10621,446500_-927500,903.5111764705882,19.03420469915697,17,4.616472733779542,4.616472733779542,446500,-927500
10622,446500_-928000,875.4726666666667,2.836822837176077,15,0.7324645069682547,0.7324645069682547,446500,-928000
10623,446500_-929500,960.3,6.449461217807286,5,2.884286740253134,2.884286740253134,446500,-929500
10624,446500_-930000,983.3407692307693,5.475888758211548,13,1.518738284343736,1.518738284343736,446500,-930000
10625,446500_-932500,979.9295,24.431049156651877,20,5.462948667591251,5.462948667591251,446500,-932500
10626,446500_-933000,1020.2431818181817,17.851186004713878,22,3.8058856440022457,3.8058856440022457,446500,-933000
10627,446500_-933500,1069.0194736842104,21.91900050278143,19,5.028563586054814,5.028563586054814,446500,-933500
10628,446500_-934000,1111.6642857142856,4.107573724811464,7,1.5525169382449133,1.5525169382449133,446500,-934000
10629,446500_-934500,1170.3945454545456,7.464047646734737,11,2.250495041959483,2.250495041959483,446500,-934500
10630,446500_-935000,1172.026842105263,6.63892733356453,19,1.5230743863430383,1.5230743863430383,446500,-935000
10631,446500_-935500,1113.7,13.401944635014772,11,4.040838346860049,4.040838346860049,446500,-935500
10632,446500_-938000,1238.8714285714286,37.518229074106635,21,8.187148793942221,8.187148793942221,446500,-938000
10633,446500_-938500,1239.8123529411766,31.169554762903637,17,7.559727446525043,7.559727446525043,446500,-938500
10634,446500_-939500,1276.7188235294118,10.864007595239148,17,2.6349088725107954,2.6349088725107954,446500,-939500
10635,446500_-975000,437.4575,18.333898248872202,4,9.166949124436101,9.166949124436101,446500,-975000
10636,446500_-975500,324.0621052631579,30.683296863810902,19,7.039231067579483,7.039231067579483,446500,-975500
10637,446500_-976000,289.1425,1.5553492738405625,12,0.4489906609678689,0.4489906609678689,446500,-976000
10638,447000_-806000,1362.8712500000001,5.686936000292958,8,2.010635504990526,2.010635504990526,447000,-806000
10639,447000_-806500,1357.5833333333333,0.4599999999998336,9,0.15333333333327787,0.15333333333327787,447000,-806500
10640,447000_-828000,1575.8325,1.5401596237619959,4,0.7700798118809979,0.7700798118809979,447000,-828000
10641,447000_-828500,1586.7426923076923,8.78746314140429,26,1.723363308961455,1.723363308961455,447000,-828500
10642,447000_-829000,1579.4941666666666,7.405755821367305,36,1.2342926368945508,1.2342926368945508,447000,-829000
10643,447000_-829500,1562.1115,6.22743444259696,20,1.3924966739070312,1.3924966739070312,447000,-829500
10644,447000_-830000,1558.6577777777777,4.095974430577897,18,0.9654304318094462,0.9654304318094462,447000,-830000
10645,447000_-833000,1552.255,8.803872254108692,4,4.401936127054346,4.401936127054346,447000,-833000
10646,447000_-833500,1490.775,18.83186773285367,14,5.0330283578129835,5.0330283578129835,447000,-833500
10647,447000_-842500,2170.7825000000003,3.606821084186575,4,1.8034105420932875,1.8034105420932875,447000,-842500
10648,447000_-843000,2020.662142857143,83.74554556958375,14,22.381938513560485,22.381938513560485,447000,-843000
10649,447000_-847000,1488.6508,9.223904144486136,25,1.8447808288972272,1.8447808288972272,447000,-847000
10650,447000_-851000,1834.2263157894738,39.45777549208306,19,9.0522345214161,9.0522345214161,447000,-851000
10651,447000_-852000,1771.0385714285715,2.373432623350338,14,0.6343265505120748,0.6343265505120748,447000,-852000
10652,447000_-852500,1777.3294736842106,5.661180161301576,19,1.2987638012784664,1.2987638012784664,447000,-852500
10653,447000_-853000,1791.6799999999998,2.2627416997969036,2,1.5999999999999657,1.5999999999999657,447000,-853000
10654,447000_-854500,1456.0666666666666,6.709294548112599,3,3.8736130134252975,3.8736130134252975,447000,-854500
10655,447000_-855000,1441.6511764705883,37.666782549945495,34,6.459799914186194,6.459799914186194,447000,-855000
10656,447000_-859500,1821.743888888889,8.920921304893431,18,2.102681316373897,2.102681316373897,447000,-859500
10657,447000_-865500,1244.6725,5.1365870640598645,16,1.2841467660149661,1.2841467660149661,447000,-865500
10658,447000_-866000,1242.0292857142856,2.99187480272231,14,0.7996121754220543,0.7996121754220543,447000,-866000
10659,447000_-869000,1116.1133333333335,2.615001593371183,3,1.509771873864153,1.509771873864153,447000,-869000
10660,447000_-869500,1139.0235,28.613115556368633,20,6.398087143209698,6.398087143209698,447000,-869500
10661,447000_-872500,1326.7618181818182,61.307696062866405,22,13.070844718715154,13.070844718715154,447000,-872500
10662,447000_-873000,1444.6560000000002,8.187675494302336,5,3.661639796593843,3.661639796593843,447000,-873000
10663,447000_-876500,1443.9525,4.697472724774463,8,1.6608074090634355,1.6608074090634355,447000,-876500
10664,447000_-877000,1427.441875,4.28751554904846,16,1.071878887262115,1.071878887262115,447000,-877000
10665,447000_-880000,1837.6025,48.39584921693773,8,17.110516581289165,17.110516581289165,447000,-880000
10666,447000_-880500,1644.41,64.39768096978123,15,16.6274097286894,16.6274097286894,447000,-880500
10667,447000_-881500,1350.9385714285713,10.479881720664661,14,2.8008662037601524,2.8008662037601524,447000,-881500
10668,447000_-882000,1326.4542857142858,5.7439094037158425,7,2.170993690788203,2.170993690788203,447000,-882000
10669,447000_-887000,1057.0003448275863,0.5061230987942721,29,0.09398469998981979,0.09398469998981979,447000,-887000
10670,447000_-887500,1057.925,0.13125765283809962,8,0.04640658820222496,0.04640658820222496,447000,-887500
10671,447000_-892000,963.3044444444445,5.1583937561795,18,1.2158450683416235,1.2158450683416235,447000,-892000
10672,447000_-892500,957.77,,1,,,447000,-892500
10673,447000_-894500,1043.0807692307692,15.611190143365441,13,4.329765117917087,4.329765117917087,447000,-894500
10674,447000_-895000,1035.7187096774194,13.96917600574808,31,2.508938075577561,2.508938075577561,447000,-895000
10675,447000_-895500,1018.6771428571428,6.382595381937047,7,2.412394299964963,2.412394299964963,447000,-895500
10676,447000_-899000,1021.33,1.4020698984002444,6,0.572392639132742,0.572392639132742,447000,-899000
10677,447000_-899500,1026.1305,1.574081102036875,20,0.3519752346252235,0.3519752346252235,447000,-899500
10678,447000_-900000,1019.7112500000001,2.7836380999384103,8,0.9841646884178431,0.9841646884178431,447000,-900000
10679,447000_-901000,1109.58,4.263486165770297,8,1.507369989655605,1.507369989655605,447000,-901000
10680,447000_-901500,1089.2272222222223,5.264586242113668,18,1.2408748773133262,1.2408748773133262,447000,-901500
10681,447000_-903500,1085.26,,1,,,447000,-903500
10682,447000_-904000,1067.6766666666667,9.069186356915962,18,2.137627724273266,2.137627724273266,447000,-904000
10683,447000_-909000,1173.2252380952382,6.256594616121135,21,1.365300877191823,1.365300877191823,447000,-909000
10684,447000_-909500,1161.055,5.7836610045354035,14,1.545748422872592,1.545748422872592,447000,-909500
10685,447000_-912000,1199.8770588235293,7.950515521576245,17,1.9282832513865613,1.9282832513865613,447000,-912000
10686,447000_-914000,1233.916,17.370108444348364,20,3.8840743258106065,3.8840743258106065,447000,-914000
10687,447000_-914500,1305.74,33.32205284363914,36,5.553675473939857,5.553675473939857,447000,-914500
10688,447000_-915000,1445.2372549019608,31.60484697500888,51,4.425563777785782,4.425563777785782,447000,-915000
10689,447000_-915500,1479.1427272727271,25.48671115413966,33,4.43666693573257,4.43666693573257,447000,-915500
10690,447000_-916000,1531.1229411764707,12.1808162517469,17,2.9542818830701574,2.9542818830701574,447000,-916000
10691,447000_-916500,1483.3664705882352,12.457025598621327,17,3.021272489655223,3.021272489655223,447000,-916500
10692,447000_-917000,1433.6200000000001,8.560524224602256,17,2.0762320934525778,2.0762320934525778,447000,-917000
10693,447000_-917500,1452.5229411764706,9.72890266468028,17,2.3596054886958773,2.3596054886958773,447000,-917500
10694,447000_-918000,1485.899411764706,17.879657599695737,17,4.336453931377826,4.336453931377826,447000,-918000
10695,447000_-918500,1208.7923404255318,90.80973499845854,47,13.245961223476213,13.245961223476213,447000,-918500
10696,447000_-919000,1026.3552941176472,30.763447693173006,17,7.461232014536251,7.461232014536251,447000,-919000
10697,447000_-919500,987.3623529411765,2.7144279540350866,17,0.6583454804479942,0.6583454804479942,447000,-919500
10698,447000_-920000,984.7270588235294,2.9164099606920244,17,0.7073333126786274,0.7073333126786274,447000,-920000
10699,447000_-920500,955.734705882353,11.101376107068319,17,2.6924791928912275,2.6924791928912275,447000,-920500
10700,447000_-921000,946.1758823529411,5.7901393105256584,17,1.4043150567257827,1.4043150567257827,447000,-921000
10701,447000_-921500,954.0223529411765,9.116790505306511,17,2.2111464835298205,2.2111464835298205,447000,-921500
10702,447000_-922000,945.6288888888889,14.717801901454438,18,3.4690191762262326,3.4690191762262326,447000,-922000
10703,447000_-922500,959.3705882352941,16.870311374789587,17,4.09165151384215,4.09165151384215,447000,-922500
10704,447000_-923000,972.6935294117648,10.757619939591905,17,2.609106075952241,2.609106075952241,447000,-923000
10705,447000_-923500,956.9017647058823,8.851211947590851,17,2.1467342220380052,2.1467342220380052,447000,-923500
10706,447000_-924000,992.3688235294118,10.858608844111275,17,2.633599483031581,2.633599483031581,447000,-924000
10707,447000_-924500,1009.4635294117647,4.2842822344829035,17,1.0390910695723683,1.0390910695723683,447000,-924500
10708,447000_-925000,898.3947058823529,52.26678117093677,17,12.676556439930389,12.676556439930389,447000,-925000
10709,447000_-930000,1021.2652941176469,14.0864367911331,17,3.4164627516722628,3.4164627516722628,447000,-930000
10710,447000_-932000,1040.33,3.1800000000000637,3,1.8359738560230467,1.8359738560230467,447000,-932000
10711,447000_-932500,1052.496842105263,1.7945969916873212,19,0.4117087858498492,0.4117087858498492,447000,-932500
10712,447000_-933000,1045.0216666666665,15.014756369103203,18,3.5390120154855933,3.5390120154855933,447000,-933000
10713,447000_-933500,1077.0087878787879,9.265828604871137,33,1.6129737240232216,1.6129737240232216,447000,-933500
10714,447000_-934000,1122.7892307692307,25.568071170595047,26,5.014311300915126,5.014311300915126,447000,-934000
10715,447000_-934500,1140.445,4.469793859101042,8,1.580310774138167,1.580310774138167,447000,-934500
10716,447000_-938500,1250.1485365853657,33.843951938343054,41,5.2855372913882155,5.2855372913882155,447000,-938500
10717,447000_-939000,1239.9333333333334,29.032170661756066,12,8.38086577336201,8.38086577336201,447000,-939000
10718,447000_-939500,1308.783888888889,7.0010454168005465,18,1.6501622298715553,1.6501622298715553,447000,-939500
10719,447000_-974000,841.26,,1,,,447000,-974000
10720,447000_-974500,727.967,58.37888939820988,20,13.053916514533908,13.053916514533908,447000,-974500
10721,447000_-975000,579.1773333333333,70.47122679978455,15,18.195592518824757,18.195592518824757,447000,-975000
10722,447500_-806500,1360.705294117647,5.439589963461204,17,1.3192943517294267,1.3192943517294267,447500,-806500
10723,447500_-826500,1557.63,6.258620721319772,4,3.129310360659886,3.129310360659886,447500,-826500
10724,447500_-827000,1600.1456,18.51326890818228,25,3.7026537816364558,3.7026537816364558,447500,-827000
10725,447500_-827500,1615.4765714285713,24.416650049993926,35,4.127167135193923,4.127167135193923,447500,-827500
10726,447500_-828000,1590.3839393939393,9.69497999591611,33,1.6876793922264575,1.6876793922264575,447500,-828000
10727,447500_-828500,1581.301,1.1886168432256907,10,0.37587364898324627,0.37587364898324627,447500,-828500
10728,447500_-833500,1499.9778947368422,9.27149009895226,19,2.1270257051247796,2.1270257051247796,447500,-833500
10729,447500_-843000,1805.3866666666665,18.384261811477177,18,4.333212064668132,4.333212064668132,447500,-843000
10730,447500_-847000,1493.5866666666668,10.784053322411205,12,3.113088044324694,3.113088044324694,447500,-847000
10731,447500_-847500,1489.0933333333332,8.747650947622944,24,1.7856067724708293,1.7856067724708293,447500,-847500
10732,447500_-851000,1726.9738095238095,20.371553322265353,21,4.445437386814767,4.445437386814767,447500,-851000
10733,447500_-851500,1725.5337037037038,10.172795980588539,27,1.9577554992679786,1.9577554992679786,447500,-851500
10734,447500_-852000,1758.756666666667,5.839707755244785,6,2.3840507078872464,2.3840507078872464,447500,-852000
10735,447500_-855000,1359.7945454545454,10.855527959188631,11,3.2730648310764705,3.2730648310764705,447500,-855000
10736,447500_-855500,1366.945,26.35403750580072,22,5.618699675099338,5.618699675099338,447500,-855500
10737,447500_-859500,1836.4550000000002,1.5100691452808637,18,0.3559267108962242,0.3559267108962242,447500,-859500
10738,447500_-864500,1267.7733333333333,2.5540817005988043,3,1.474599757373017,1.474599757373017,447500,-864500
10739,447500_-865000,1241.0161904761906,11.881095688609921,21,2.592667634860402,2.592667634860402,447500,-865000
10740,447500_-865500,1222.972,2.5812148302687388,5,1.1543543650022963,1.1543543650022963,447500,-865500
10741,447500_-869500,1182.4833333333333,0.6561910290965084,6,0.26788886584637256,0.26788886584637256,447500,-869500
10742,447500_-870000,1194.699411764706,5.235361103338806,17,1.269761577489183,1.269761577489183,447500,-870000
10743,447500_-871500,1221.258,1.906926847050026,5,0.8528036116246405,0.8528036116246405,447500,-871500
10744,447500_-872000,1221.1045454545454,7.225669009904361,22,1.5405178090601441,1.5405178090601441,447500,-872000
10745,447500_-876000,1481.2122222222222,2.1825660229290347,9,0.7275220076430116,0.7275220076430116,447500,-876000
10746,447500_-876500,1464.485,8.117736958865766,16,2.0294342397164415,2.0294342397164415,447500,-876500
10747,447500_-880500,1514.4189999999999,21.42637753901596,10,6.77561550299637,6.77561550299637,447500,-880500
10748,447500_-881000,1428.7357894736842,26.910015342451857,19,6.173580918256668,6.173580918256668,447500,-881000
10749,447500_-881500,1384.3593333333333,7.739626667506577,15,1.9983630126077185,1.9983630126077185,447500,-881500
10750,447500_-887000,1060.353947368421,5.064649364600213,38,0.8215946174544602,0.8215946174544602,447500,-887000
10751,447500_-892000,989.2368421052631,15.234636724922336,19,3.4950653644994687,3.4950653644994687,447500,-892000
10752,447500_-895000,1036.345,3.372899346259819,2,2.384999999999991,2.384999999999991,447500,-895000
10753,447500_-895500,1019.6196969696969,15.659683802053683,33,2.7260010492689153,2.7260010492689153,447500,-895500
10754,447500_-896000,1015.5375,12.886307832170342,12,3.7199566478819652,3.7199566478819652,447500,-896000
10755,447500_-900000,1031.2483333333332,12.017911506152016,12,3.469272221586984,3.469272221586984,447500,-900000
10756,447500_-900500,1098.9073333333333,22.19545385780654,30,4.052316917328568,4.052316917328568,447500,-900500
10757,447500_-901000,1119.8670588235293,7.283354965867222,17,1.7664730490080862,1.7664730490080862,447500,-901000
10758,447500_-903500,1103.1755555555555,9.972718210033344,18,2.3505922243923822,2.3505922243923822,447500,-903500
10759,447500_-909000,1207.513888888889,8.759863777405176,18,2.064719693091202,2.064719693091202,447500,-909000
10760,447500_-909500,1142.44,8.047277662525216,19,1.8461721106084013,1.8461721106084013,447500,-909500
10761,447500_-912000,1230.39,9.592018817746476,17,2.326406279322409,2.326406279322409,447500,-912000
10762,447500_-915000,1443.0317647058823,2.8296913155282364,17,0.6863009518715241,0.6863009518715241,447500,-915000
10763,447500_-918000,1389.0280952380951,18.303266817442108,21,3.994100269328664,3.994100269328664,447500,-918000
10764,447500_-918500,1301.1280000000002,8.570567075754088,5,3.8328741174215457,3.8328741174215457,447500,-918500
10765,447500_-930000,1012.0877777777777,18.486865784549565,18,4.3573960530468545,4.3573960530468545,447500,-930000
10766,447500_-931500,996.9355555555555,3.57798369480097,18,0.8433388445228881,0.8433388445228881,447500,-931500
10767,447500_-932000,1021.2623529411765,12.318121574235569,17,2.9875833152807614,2.9875833152807614,447500,-932000
10768,447500_-932500,1044.535625,3.5361409639134287,16,0.8840352409783572,0.8840352409783572,447500,-932500
