,center_index,t_mean,t_std,t_count,t_sem,t_sem_check,x,y
6458,419000_-867000,1166.3075000000001,1.3061958992711613,12,0.3770662770292952,0.3770662770292952,419000,-867000
6459,419000_-867500,1229.920588235294,62.79803086787311,17,15.230759667590537,15.230759667590537,419000,-867500
6460,419000_-868000,1468.8516666666667,49.07832098978607,18,11.567871193709268,11.567871193709268,419000,-868000
6461,419000_-868500,1590.320588235294,31.393934818406645,17,7.614147603532152,7.614147603532152,419000,-868500
6462,419000_-869000,1660.535294117647,15.377913186469586,17,3.7296917864348678,3.7296917864348678,419000,-869000
6463,419000_-869500,1691.2176470588236,2.339117166293147,17,0.5673192439601245,0.5673192439601245,419000,-869500
6464,419000_-870000,1680.7029411764706,3.03048214956351,17,0.7349998823058358,0.7349998823058358,419000,-870000
6465,419000_-870500,1677.7849999999999,0.9139110095262939,4,0.45695550476314695,0.45695550476314695,419000,-870500
6466,419000_-877000,1182.46,1.7357227121095837,4,0.8678613560547919,0.8678613560547919,419000,-877000
6467,419000_-877500,1194.572142857143,11.628019329038182,14,3.1077188868604204,3.1077188868604204,419000,-877500
6468,419000_-878000,1219.1733333333334,4.372974578781166,6,1.7852593960293428,1.7852593960293428,419000,-878000
6469,419000_-884000,1888.7416666666666,45.81684936018761,18,10.799134958397065,10.799134958397065,419000,-884000
6470,419000_-885500,1841.905,16.21159725981033,8,5.7316651781385675,5.7316651781385675,419000,-885500
6471,419000_-886000,1903.0425,13.38820017580293,20,2.9936925689469986,2.9936925689469986,419000,-886000
6472,419000_-886500,1887.6383333333333,2.177112001406151,6,0.8888022527224205,0.8888022527224205,419000,-886500
6473,419000_-891000,1572.7776470588235,9.30509842063206,17,2.2568178614725913,2.2568178614725913,419000,-891000
6474,419000_-896500,1494.49875,9.78827793843241,16,2.4470694846081025,2.4470694846081025,419000,-896500
6475,419000_-897000,1512.5782352941178,3.135688192594533,17,0.7605160957099643,0.7605160957099643,419000,-897000
6476,419000_-897500,1531.8111111111111,7.6034256125611925,18,1.792144603629833,1.792144603629833,419000,-897500
6477,419000_-898000,1542.330588235294,1.7805774013935138,17,0.4318534529725454,0.4318534529725454,419000,-898000
6478,419000_-900000,1524.02875,3.0123812958237677,8,1.0650376208982526,1.0650376208982526,419000,-900000
6479,419000_-900500,1526.6950000000002,11.761286069133758,10,3.7192452191271257,3.7192452191271257,419000,-900500
6480,419000_-905000,1443.4366666666667,37.14442512204307,18,8.755024962357536,8.755024962357536,419000,-905000
6481,419000_-905500,1628.0426315789475,63.9128546314003,19,14.66261444902523,14.66261444902523,419000,-905500
6482,419000_-906000,1755.09625,19.04008098534705,8,6.73168518953997,6.73168518953997,419000,-906000
6483,419000_-908000,2161.9965,4.606964150523937,20,1.0301485010476097,1.0301485010476097,419000,-908000
6484,419000_-909000,2395.657894736842,6.439704598942216,19,1.47736955647596,1.47736955647596,419000,-909000
6485,419000_-909500,2415.8235714285715,5.254177249715945,14,1.4042379369870899,1.4042379369870899,419000,-909500
6486,419000_-913500,2487.743076923077,6.20444113064094,13,1.720802356317206,1.720802356317206,419000,-913500
6487,419000_-914000,2520.94,11.963027567109824,15,3.0888404358424384,3.0888404358424384,419000,-914000
6488,419000_-914500,2493.5833333333335,1.7350024015352785,3,1.0017041035710403,1.0017041035710403,419000,-914500
6489,419000_-915000,2519.3926923076924,14.322495748351262,26,2.8088725116997226,2.8088725116997226,419000,-915000
6490,419000_-915500,2541.5899999999997,4.972969793938927,15,1.2840152795411997,1.2840152795411997,419000,-915500
6491,419000_-916000,2661.315,15.608574246227592,6,6.372173752600695,6.372173752600695,419000,-916000
6492,419000_-919500,3592.74,1.4573537662489262,6,0.5949621836721964,0.5949621836721964,419000,-919500
6493,419000_-920000,3603.696,4.483455434325348,20,1.0025311125242322,1.0025311125242322,419000,-920000
6494,419000_-920500,3613.0383333333334,1.1159644558258668,6,0.4555905813093453,0.4555905813093453,419000,-920500
6495,419000_-924000,2866.87875,5.051308576332863,16,1.2628271440832157,1.2628271440832157,419000,-924000
6496,419000_-924500,2842.8966666666665,53.84906913827597,18,12.69234731608606,12.69234731608606,419000,-924500
6497,419000_-926000,2529.6115789473683,0.48249655333132235,19,0.11069230087252195,0.11069230087252195,419000,-926000
6498,419000_-926500,2526.881176470588,8.141489331161281,17,1.974601203659838,1.974601203659838,419000,-926500
6499,419000_-927000,2528.6046666666666,9.04076866727823,15,2.3343164323521606,2.3343164323521606,419000,-927000
6500,419000_-928500,2480.2783333333336,52.10291120352446,18,12.280773943857563,12.280773943857563,419000,-928500
6501,419000_-929500,2471.2807692307692,1.8230398676312134,13,0.505620286150725,0.505620286150725,419000,-929500
6502,419000_-930000,2482.605789473684,4.296990310786822,19,0.985797185583852,0.985797185583852,419000,-930000
6503,419000_-931000,2376.712142857143,3.4170841789038864,14,0.9132541613731496,0.9132541613731496,419000,-931000
6504,419000_-931500,2363.1008333333334,4.927015431334329,12,1.4223068427911576,1.4223068427911576,419000,-931500
6505,419000_-934500,1448.07,0.7483760195695502,7,0.2828595478493482,0.2828595478493482,419000,-934500
6506,419000_-935000,1441.5695,4.99090064121967,20,1.1159993102714472,1.1159993102714472,419000,-935000
6507,419000_-936000,1677.777,1.008167203945441,10,0.31881046267510865,0.31881046267510865,419000,-936000
6508,419000_-936500,1678.2930000000001,0.3808176798196438,20,0.08515342191104734,0.08515342191104734,419000,-936500
6509,419000_-937000,1679.9533333333331,0.7572538103786508,3,0.4372006912669839,0.4372006912669839,419000,-937000
6510,419000_-939000,1977.9904347826086,124.77976137900886,23,26.01837883012564,26.01837883012564,419000,-939000
6511,419000_-939500,1685.5864000000001,167.4778689081038,25,33.49557378162076,33.49557378162076,419000,-939500
6512,419000_-941500,762.4,35.526695877888734,6,14.503712857977646,14.503712857977646,419000,-941500
6513,419000_-943000,377.1975,17.85133486826537,20,3.9916798254553614,3.9916798254553614,419000,-943000
6514,419000_-986500,104.26085714285715,66.45846258561582,35,11.233530483389828,11.233530483389828,419000,-986500
6515,419500_-803500,1520.8923529411763,9.604894930068205,17,2.3295291952723978,2.3295291952723978,419500,-803500
6516,419500_-815500,1525.739411764706,9.492284018209334,17,2.3022170373787954,2.3022170373787954,419500,-815500
6517,419500_-835500,1663.1975,20.10222534668433,28,3.7989635047361365,3.7989635047361365,419500,-835500
6518,419500_-837000,1841.581111111111,113.04751041247015,18,26.64555373630483,26.64555373630483,419500,-837000
6519,419500_-840500,1581.8283333333334,53.91804808061523,18,12.708605808715115,12.708605808715115,419500,-840500
6520,419500_-847500,1546.48,,1,,,419500,-847500
6521,419500_-848000,1579.8845,12.16807750892305,20,2.720864846543824,2.720864846543824,419500,-848000
6522,419500_-848500,1577.936923076923,1.9453936388958049,13,0.5395551166154078,0.5395551166154078,419500,-848500
6523,419500_-864000,1146.38375,0.8304377073051845,8,0.29360406709425263,0.29360406709425263,419500,-864000
6524,419500_-864500,1145.6205555555555,4.663326851107706,18,1.0991566797691894,1.0991566797691894,419500,-864500
6525,419500_-865000,1171.0564705882352,4.532842570033338,17,1.0993758059143337,1.0993758059143337,419500,-865000
6526,419500_-865500,1170.6235294117646,2.654222911645815,17,0.6437436128617734,0.6437436128617734,419500,-865500
6527,419500_-866000,1155.072777777778,5.670580222989617,18,1.336568576312761,1.336568576312761,419500,-866000
6528,419500_-866500,1152.3229411764705,6.326694204623899,17,1.5344487333322028,1.5344487333322028,419500,-866500
6529,419500_-867000,1162.086,0.9281325336395125,5,0.41507348746941203,0.41507348746941203,419500,-867000
6530,419500_-878000,1233.3335714285713,7.875331111127455,14,2.104770773231477,2.104770773231477,419500,-878000
6531,419500_-878500,1244.6017391304347,12.937731166902228,23,2.6977034334945724,2.6977034334945724,419500,-878500
6532,419500_-879000,1266.731,7.5948176044224,10,2.401692204351848,2.401692204351848,419500,-879000
6533,419500_-884000,1919.0182352941176,16.86711491160178,17,4.09087625764499,4.09087625764499,419500,-884000
6534,419500_-886500,1870.435714285714,12.026122665831489,14,3.2141164790612797,3.2141164790612797,419500,-886500
6535,419500_-887000,1732.268,67.79431350163459,20,15.159269347758674,15.159269347758674,419500,-887000
6536,419500_-891000,1620.4117647058824,16.724451498963287,17,4.056275297690896,4.056275297690896,419500,-891000
6537,419500_-895500,1492.3515384615384,3.3359202782088406,13,0.9252178164570825,0.9252178164570825,419500,-895500
6538,419500_-896000,1487.291111111111,0.6118235894236772,18,0.14420820299045875,0.14420820299045875,419500,-896000
6539,419500_-896500,1496.8516666666667,6.3956917944356535,18,1.5074790127415365,1.5074790127415365,419500,-896500
6540,419500_-897000,1517.8805263157894,13.674589765808626,19,3.137166046501859,3.137166046501859,419500,-897000
6541,419500_-900500,1574.309411764706,10.18289771540274,17,2.4697154620862505,2.4697154620862505,419500,-900500
6542,419500_-903500,1320.691111111111,3.4211819757374475,9,1.1403939919124826,1.1403939919124826,419500,-903500
6543,419500_-904000,1312.7094736842105,4.491148669802446,19,1.0303401680045254,1.0303401680045254,419500,-904000
6544,419500_-904500,1354.1783333333333,18.400230577199704,18,4.336975938844658,4.336975938844658,419500,-904500
6545,419500_-908000,2309.557142857143,37.06705174231855,28,7.005014338895593,7.005014338895593,419500,-908000
6546,419500_-908500,2370.0235714285714,11.437815193563852,28,2.1615438960061466,2.1615438960061466,419500,-908500
6547,419500_-909000,2385.07,,1,,,419500,-909000
6548,419500_-913000,2463.1485000000002,4.12980600410954,20,0.9234526959075706,0.9234526959075706,419500,-913000
6549,419500_-913500,2475.54375,2.631718273567605,8,0.9304529187061034,0.9304529187061034,419500,-913500
6550,419500_-914000,2456.8959999999997,3.164831749082437,10,1.0008076738315008,1.0008076738315008,419500,-914000
6551,419500_-914500,2475.6194444444445,8.910079865108694,18,2.100125964510692,2.100125964510692,419500,-914500
6552,419500_-916000,2678.242307692308,85.16543558997867,13,23.620641916684143,23.620641916684143,419500,-916000
6553,419500_-919000,3558.9666666666667,8.217768410405387,18,1.9369465897394151,1.9369465897394151,419500,-919000
6554,419500_-919500,3581.9,5.182669344890178,14,1.3851266455368,1.3851266455368,419500,-919500
6555,419500_-924500,2713.0713513513515,53.92570548460151,37,8.86533137139544,8.86533137139544,419500,-924500
6556,419500_-925000,2539.61,27.01799099674132,17,6.552825333620674,6.552825333620674,419500,-925000
6557,419500_-925500,2525.2400000000002,1.6521724135844358,20,0.3694369827324695,0.3694369827324695,419500,-925500
