lon,lat,x,y,s,t,b,b_inferred,source,VX,VY,ERRX,ERRY,xflux,yflux,xflux_err,yflux_err,source_age
151.607111,-81.700438,429525.1432101491,-794625.8389262832,1837.79,1712.11,125.68,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-23.467574704700834,-21.94845154125389,0.26250368183280676,0.3216359769168521,-40179.06932766534,-37578.16336829619,449.43517870276673,550.6761724391116,6
151.529443,-81.693064,430985.7835884904,-794750.7296466819,1857.37,1527.59,329.78,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-24.95894105609202,-25.1655047356095,0.2899936219517724,0.3588928933375175,-38127.02876787561,-38442.57337906971,442.991356957308,548.2411949334584,6
151.451567,-81.685748,432447.4132665748,-794865.991998922,1867.97,1885.84,-17.86,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-25.046700850210918,-27.777640991266164,0.27020729419268463,0.33572305006199893,-47234.070331361756,-52384.18648696938,509.5677236803324,633.11995672892,6
151.375115,-81.678146,433905.3596714265,-795016.9532395045,1867.45,1961.2,-93.75,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-24.295815666385426,-30.329361337828647,0.24232334639348216,0.29853257082681367,-47648.9536849151,-59481.94345574955,475.24454694689723,585.4820779055469,6
151.302026,-81.669885,435352.3662607172,-795254.1231267694,1867.04,1971.89,-104.85,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-24.873215443324394,-30.40275656333275,0.22841485316667548,0.2863049917012619,-49047.244800536944,-59950.89163967022,450.40896481083576,564.5619500858013,6
151.228923,-81.66165,436799.51544424734,-795486.3060942341,1858.47,1911.81,-53.34,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-25.034471575744373,-32.5281850404915,0.25528764074982135,0.3378053908515633,-47861.15310322385,-62187.70944226205,488.06146446191593,645.8197242839273,6
151.155269,-81.653526,438249.77353451005,-795701.2648579883,1854.93,1885.41,-30.49,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-25.85336892267476,-31.43895939905268,0.28812304996763594,0.400718621593292,-48744.200300500226,-59275.328440567915,543.2300796394804,755.5188963382087,6
151.081273,-81.645483,439701.7828828707,-795903.4485038352,1851.75,1934.21,-82.47,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-27.61647181412622,-29.84082177860713,0.3607431859964833,0.5239660144678069,-53416.05594760108,-57718.415892399695,697.753077786258,1013.4603048437767,6
151.00824,-81.637266,441150.8785223904,-796127.2510155304,1850.58,1922.07,-71.49,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-28.86097757598652,-28.096465335496905,0.4630774227164313,0.6913546970999415,-55472.81916947641,-54003.37312739853,890.0672218805711,1328.8321226548844,6
150.93617,-81.628881,442596.7909790712,-796372.1351060914,1855.86,1791.73,64.13,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-29.43184815132879,-27.30644461812164,0.3917760249102245,0.5859263682874891,-52733.92528818033,-48925.77601562708,701.9568571123966,1049.8218518517428,6
150.862953,-81.620728,444047.6319670086,-796583.6278862937,1860.97,1811.58,49.39,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-29.533769287454113,-26.88103055796143,0.3512964762424486,0.520620709734382,-53502.78576576612,-48697.137338191766,636.401670431295,943.1460653406117,6
150.787841,-81.612957,445505.7318025653,-796741.5712881925,1864.62,1820.9,43.72,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-29.020550382634134,-27.037915737425205,0.2839993057569459,0.408316063224293,-52843.5201917385,-49233.34076627756,517.1343358528228,743.5027195251151,6
150.712235,-81.605304,446965.5785123974,-796881.9728330998,1876.12,1899.09,-22.97,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-27.84206886173655,-27.640573935345945,0.25963022899119087,0.37088118616221377,-52874.59455463526,-52491.93755487613,493.06117157488063,704.3367518287985,6
150.636563,-81.59768,448425.9397083769,-797016.6376768104,1894.56,1915.18,-20.62,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-27.07148998188198,-28.104119854547328,0.30599003188175933,0.4560248249024028,-51846.77618350073,-53824.448263031954,586.0259892593078,873.3696241565839,6
150.560392,-81.590183,449887.564492636,-797132.8430015323,1894.04,1992.71,-98.66,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-26.89552695407769,-28.36910842174133,0.6083351910560706,0.9068125592872939,-53594.98551666015,-56531.406043088165,1212.2356185693425,1807.0144550173834,6
150.484428,-81.582659,451348.8662784703,-797250.772834259,1881.86,1966.97,-85.11,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-25.159001760253876,-25.567667126342375,0.7207652052228455,1.0753881102020746,-49487.00169236657,-50290.83420750166,1417.7235357171803,2115.2561511241747,6
150.41167,-81.574498,452801.0092857807,-797452.0697875756,1881.03,1604.84,276.19,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-24.58871784805922,-25.156337538127254,0.3442554365428449,0.5301790861602266,-39460.95795127936,-40371.89673468814,552.4748947814192,850.852604633378,6
150.433974,-81.577085,452351.128131484,-797382.5190013077,1876.1,1687.0,189.09,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-24.755368969100957,-24.639304819084444,0.46403712813894227,0.7141389427244428,-41762.30745087331,-41566.507229795454,782.8306351703956,1204.752396376135,6
150.362588,-81.568672,453798.63453804696,-797616.9494993286,1894.53,1501.34,393.19,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-23.319101759329623,-26.342208325344846,0.25590862612898796,0.37124375001087695,-35009.90023535193,-39548.61104717323,384.20585675249475,557.36309164133,6
150.292213,-81.560089,455242.5545712998,-797873.1777289832,1909.33,1535.97,373.36,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-21.625191153060822,-27.956808102813152,0.21749690703093807,0.28989854150496386,-33215.64485536683,-42940.818541677916,334.06872429231,445.2754627953793,6
150.221612,-81.551567,456687.6321660875,-798119.4855143346,1913.58,1497.02,416.56,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-19.906045894414305,-28.77888141574872,0.21457697368188985,0.29234127549102124,-29799.748824856102,-43082.561057004146,321.2260211412627,437.6407362355686,6
150.149642,-81.543299,458139.27933929616,-798328.4422108313,1908.88,1535.02,373.86,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-19.19167567430195,-28.8104998017728,0.23910689691394066,0.344455362377177,-29459.60599356698,-44224.693405717284,367.0338689008372,528.7458703562143,6
150.077034,-81.535166,459593.7123414416,-798517.1208127803,1904.18,1562.63,341.55,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-20.031394246814315,-28.59343280204266,0.26012632935177493,0.3646693284024981,-31301.657591899457,-44680.95589945593,406.4812060349641,569.8432326415957,6
150.006305,-81.526713,461040.6421472816,-798748.7924400694,1904.9,1585.81,319.09,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-19.54794357602716,-32.59890528304123,0.22319938146140278,0.30531746924052,-30999.324402299626,-51695.669986899615,353.9518111153071,484.17549589630903,6
149.944196,-81.5169,462443.0379206501,-799176.2602084934,1890.44,1671.09,219.34,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-20.596094531973826,-35.577707442944735,0.22983220910697064,0.3070477332864568,-34417.92761143614,-59453.551130830514,384.07030631656755,513.1043966176651,6
149.883545,-81.506895,463837.0833171842,-799631.5802059742,1888.39,1433.22,455.17,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-22.186627089408542,-35.9194677387791,0.22119617901621594,0.29068546747344637,-31798.317677082112,-51480.499552572976,317.022787689621,416.6162256922928,6
149.144591,-81.581442,469935.2993767358,-786593.2681141348,2007.01,1491.74,515.26,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-26.239591654855314,-35.03900556413405,0.22457306174208866,0.3073941474386353,-39142.648455213865,-52269.08616024133,335.00461912314336,458.5521455001098,6
149.198701,-81.592286,468585.7750359487,-786019.4326706135,2021.63,1592.07,429.56,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-25.019388352535355,-34.98051104906937,0.21932393976250242,0.2937139362002837,-39832.61761442096,-55691.422225891874,349.1790647776872,467.6131464063856,6
149.252848,-81.603134,467237.0317486349,-785443.6905858995,2032.45,1544.16,488.28,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-24.54017032528625,-34.68705098402594,0.19287988429447803,0.24942104426842537,-37893.94940949402,-53562.35664749349,297.83740213216123,385.14599971753177,6
149.313624,-81.613141,465845.8669240207,-784998.9999103232,2028.67,1482.57,546.1,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-25.04108551586444,-33.139730879163565,0.17222345627132746,0.21753138562882887,-37125.16215325514,-49131.970809521525,255.33332956418195,322.5055063917328,6
149.292443,-81.610403,466288.73147062544,-785083.8310274944,2035.39,1545.31,490.08,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-24.871430531878268,-33.657943837677486,0.17856285823951934,0.2274049573362821,-38434.070315216806,-52011.9571918014,275.9349704661116,351.41115462133007,6
149.364987,-81.618641,464835.88320686057,-784899.4590156355,2009.44,1539.55,469.89,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-25.15712276314441,-31.78493714778837,0.16396366587999625,0.20339163466401333,-38730.64834999898,-48934.499985877585,252.4302618055482,313.1315911469817,6
149.435538,-81.627276,463389.5029075004,-784659.2239009845,2006.02,1393.31,612.71,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-24.516310060399153,-30.06322199930152,0.16216291266888333,0.19675451899215873,-34158.81997025474,-41887.387843846795,225.94320785068183,274.1400388569647,6
149.50518,-81.636083,461947.3373721537,-784393.1120423593,2001.55,1526.19,475.36,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-24.333947408470063,-29.35532437863862,0.17165561730162868,0.21796765883739075,-37138.227195332925,-44801.80251343448,261.9790865695727,332.6600612410374,6
149.576626,-81.644606,460497.52605591214,-784165.9074663795,1984.36,1429.77,554.59,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-24.86908414195519,-29.071478485398877,0.19654274030754545,0.2694532095383223,-35557.070433643275,-41565.52779406875,281.01091380951925,385.2561154016071,6
149.649057,-81.652945,459045.6817103063,-783961.5483108929,1945.48,1559.73,385.75,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-23.95397714724326,-26.959284635847457,0.270948125583134,0.4134525090419691,-37361.73677586973,-42049.205025070354,422.6059199157816,644.8742819280305,6
149.721647,-81.661255,457594.5172095952,-783758.785706426,1927.65,1805.06,122.59,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-23.70656473683551,-28.433062422650977,0.34463876436625446,0.5450177838028283,-42791.771743872305,-51323.38365663037,622.0936480069513,983.7898008311332,6
149.79452,-81.669542,456142.0021344077,-783558.0373333826,1929.97,1846.81,83.16,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-22.914933367284142,-29.296345395672486,0.25656351772774416,0.39975011484217987,-42319.52809203402,-54104.7836401819,473.82407017477516,738.2625095916862,6
149.867805,-81.677766,454688.5640259244,-783364.0909114056,1928.83,1838.67,90.16,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-20.7350685314605,-29.4618987507424,0.30363030391697954,0.4713114531292055,-38124.94845674048,-54170.70937602753,558.2759309030328,866.5862295250763,6
149.940792,-81.686058,453236.7273137294,-783158.9329370022,1944.19,1897.46,46.73,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-20.291080983986216,-30.623948371974524,0.39309911193809527,0.6275792729700488,-38501.51452387449,-58107.71707788678,745.8898409380582,1190.8065672897487,6
150.013196,-81.694469,451787.62821133545,-782935.5038269191,1957.24,1989.69,-32.45,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-18.64731038974504,-29.522037735587304,0.3762181030263745,0.6046133208745905,-37102.36700937181,-58739.7032621207,748.5573974105471,1202.993078410964,6
150.085372,-81.702917,450340.922665475,-782704.3781539378,1971.75,2213.01,-241.26,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-18.02912573599253,-30.461549744824925,0.5586689272934897,0.8904389500955782,-39898.63554500883,-67411.71420079502,1236.3399227897658,1970.5503009510155,6
150.157042,-81.711473,448896.5632823973,-782456.6654618749,1982.16,2185.84,-203.69,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-16.960245958424263,-31.910808703691973,0.2842710758145363,0.45756030428974115,-37072.38402576209,-69751.92209687807,621.3710883584461,1000.1536155286879,6
150.228505,-81.720091,447452.9980349411,-782199.0804183468,1979.3,1838.1,141.2,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-19.684972912449027,-28.82633568783577,0.2730277841407848,0.4252707931382599,-36182.948710372555,-52985.68762781093,501.85237002917654,781.6902448674355,6
150.301233,-81.728496,446005.0386755522,-781969.1722691723,1975.38,1655.61,319.78,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-22.239206737205695,-26.037749949428655,0.24162609029763008,0.35692920491855706,-36819.45306618512,-43108.35919377357,400.0385713576593,590.9355609552122,6
150.375504,-81.73663,444551.9644702208,-781774.5538569047,1957.22,1738.0,219.22,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-24.6940075354959,-27.04958398197267,0.20319214804578406,0.2852751008074256,-42918.18509669187,-47012.176960668505,353.1479533035727,495.8081252033056,6
150.450281,-81.744683,443097.6089755008,-781589.0986687464,1960.23,1758.48,201.74,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-25.252893044645887,-26.685439833811202,0.1987745250479492,0.2781906231855033,-44406.7073611489,-46925.81223896032,349.54102680631775,489.1926470592439,6
150.523918,-81.752966,441647.6890212411,-781370.5363177405,1954.53,2007.87,-53.34,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-26.127364197519434,-23.927470980866932,0.2446003398568703,0.35691680503580014,-52460.35075127334,-48043.25115835328,491.12568438841413,716.642545327232,6
150.597252,-81.761315,440199.66079015366,-781140.9408576817,1945.77,2165.09,-219.32,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-23.45074469653453,-23.24645959104818,0.36131898539534063,0.5332047673352239,-50772.97283501995,-50330.677195982506,782.2881220895981,1154.43630970982,6
150.707678,-81.773786,438027.1010940681,-780800.2647272832,1935.12,1459.79,475.33,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-13.784998973397377,-13.604521153987559,0.30759350193176227,0.43403110288390717,-20123.203651375756,-19859.743935379498,449.0219181849672,633.5942636788989,6
150.781935,-81.782,436576.9874521653,-780584.5224782086,1933.63,1547.13,386.5,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-10.875530260883274,-9.448578287710198,0.24606685954163562,0.3339180858702911,-16825.85913252034,-14618.17892626508,380.6974204026508,516.6146881925035,6
150.759047,-81.77946,437024.2516648296,-780652.0637434601,1933.38,1547.65,385.73,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-11.191604033923623,-10.325257571256182,0.2711206676121733,0.3741352658580955,-17320.685983101896,-15979.884880154632,419.59990122998005,579.0304442052815,6
150.833165,-81.78771,435575.01353968587,-780430.145910988,1932.89,1451.64,481.25,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-10.024114870479274,-9.152688778131266,0.22469429194103802,0.2928417007743742,-14551.406110582533,-13286.40913788647,326.1752219532884,425.1007265121126,6
150.908763,-81.795687,434121.4253825163,-780243.0557867613,1938.24,1259.51,678.73,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-8.809630120670967,-9.140769876116801,0.2168112859233266,0.27123506581501,-11095.817233286289,-11512.891066667871,273.0759827332891,341.62327774466326,6
150.986751,-81.803213,432660.43874826666,-780114.6085002905,1928.89,987.48,941.41,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-8.412389771154947,-6.480023772361986,0.22277941665645667,0.2725405139156294,-8307.066651220088,-6398.893874732014,219.99021835991783,269.1283066814057,6
151.064921,-81.810705,431199.9289064829,-779988.2560195436,1923.88,1058.45,865.43,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-7.057015624141951,-4.322654263835092,0.22857425400439696,0.27976342006631894,-7469.4981873730485,-4575.313405556254,241.93441915095397,296.1155919691953,6
151.143455,-81.818138,429738.72802152624,-779867.7503800809,1925.26,1100.24,825.01,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-6.731114275849526,-3.3513704558676474,0.24253424286389416,0.2991847668989832,-7405.841170860683,-3687.3118303638203,266.8458753685709,329.1750479329373,6
151.221905,-81.8256,428278.2906399822,-779741.3089753224,1918.82,1489.89,428.93,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-5.5460989115397155,-5.028634658372703,0.26233627121568703,0.324216915126551,-8263.077307313908,-7492.112491162908,390.85218712154,483.0475396778971,6
151.299531,-81.833252,426820.2589921228,-779588.0034053806,1922.71,1367.92,554.8,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-4.7989782237880005,-5.782769474562105,0.2821647600098245,0.35066858874512147,-6564.618291884082,-7910.3660196429955,385.9788185126391,479.68657591622656,6
151.376921,-81.840965,425363.4532237941,-779424.5881035413,1918.54,1386.37,532.17,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-4.81416856024718,-5.87265364349025,0.26596000327214464,0.3242024321915296,-6674.218866869882,-8141.670831725577,368.71896973640315,449.46452591737085,6
151.454293,-81.848699,423907.0212182763,-779256.5205497664,1914.31,1374.7,539.61,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-4.935434345712413,-7.952983318012598,0.28561413710707884,0.35066130036207593,-6784.741595050855,-10932.96616727192,392.6337542811013,482.0540896077458,6
151.531713,-81.856432,422451.222618316,-779086.3989096594,1907.87,1325.05,582.81,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-5.390545380101949,-8.361019167823105,0.30813713987826336,0.3870505766683307,-7142.742155904088,-11078.768448324005,408.29711719569286,512.8613666143716,6
151.609351,-81.864142,420994.8925562079,-778917.5849424365,1902.02,1542.01,360.01,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-5.5985737089650485,-7.860157837575451,0.3187068525761013,0.4037283236830203,-8633.056644961194,-12120.44198711972,491.449153740874,622.5531124024542,6
151.687917,-81.871674,419536.40389177634,-778770.1670293857,1906.31,1681.3,225.01,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-4.3993172520485295,-9.721679729835866,0.3098118785490206,0.37879875171518773,-7396.572095869193,-16345.06012977304,520.8867114044683,636.8743412587451,6
151.766924,-81.87913,418077.0475732593,-778630.7499598163,1904.47,1760.26,144.2,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-3.4816258460149965,-10.599105509890121,0.28419433055085713,0.3508526628448603,-6128.566711706358,-18657.181464839185,500.25591229545176,617.5919082992938,6
151.846247,-81.886534,416617.2627824981,-778496.0999503119,1895.1,1718.92,176.18,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-3.4496252731977175,-11.81317716989203,0.2883534471744131,0.36544774145217407,-5929.629874605021,-20305.90650087081,495.6565074170422,628.1754317369711,6
151.925661,-81.893933,415157.6768990757,-778360.0490151014,1906.22,1548.23,358.0,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-2.676182086108292,-11.398697790073713,0.2879681541473889,0.3631015535744522,-4143.34539117544,-17647.805879525826,445.8409352956119,562.1647182905741,6
152.004608,-81.901447,413699.7222241866,-778206.9972530684,1913.62,1493.15,420.48,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-2.3169510814026943,-10.660277511736881,0.28852637665370245,0.35598874560712274,-3459.555507196433,-15917.393366649925,430.81315930047583,531.5445955032753,6
152.084056,-81.90887,412240.82955830975,-778063.7967464109,1920.66,1226.83,693.83,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-2.8195409724198544,-9.737016576722139,0.31403021688824284,0.38559555467290835,-3459.09745119385,-11945.66404682002,385.26169098500293,473.0601943393641,6
152.164528,-81.916087,410779.7315592026,-777945.2832131232,1922.08,1255.93,666.15,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-3.721593271941188,-8.151103850979723,0.34344280371207786,0.43763259423836753,-4674.0606380290965,-10237.215859560964,431.34012046610997,549.635904081793,6
152.244706,-81.923382,409319.80913725216,-777814.5715895974,1918.86,1604.65,314.21,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-3.9292159891202583,-5.585297471045412,0.3889987142803847,0.49662776478428106,-6305.016436941823,-8962.447586913022,624.2067868700193,796.9137427610966,6
152.325063,-81.930655,407859.7467903488,-777684.7060993669,1902.26,1454.45,447.81,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-2.6692626536471473,-4.119050927121571,0.37597888087443676,0.47724695302809644,-3882.3090665970935,-5990.953620951969,546.8424832878245,694.1318308317149,6
152.302203,-81.928569,408275.84812889656,-777723.5514474504,1907.27,1572.99,334.28,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-3.2273396185172403,-4.463926310660504,0.3898815256047446,0.49508543547920236,-5076.572946531433,-7021.711447405866,613.2797409610072,778.7644391544305,6
152.358759,-81.938558,407002.0441102618,-777160.1290136481,1905.15,944.01,961.13,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-1.1088871825769475,-2.8661912114824073,0.32061802580246124,0.4010967750263956,-1046.8005892244641,-2705.7131655515072,302.66662253778145,378.6393665926677,6
152.3255,-81.950994,406822.5518950764,-775721.4236021286,1933.07,938.01,995.06,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-0.9429743816322815,-2.0786802587035726,0.3061494122869126,0.3709094524103756,-884.5193997148964,-1949.8228694665381,287.1712102192469,347.9167754554564,6
152.277735,-81.962637,406877.8249476218,-774256.8616003228,1953.54,925.25,1028.3,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-1.195239865259274,-2.9285998118840144,0.3349203927150538,0.39751320371656185,-1105.895685331143,-2709.6869759456845,309.88509335960356,367.79909173874887,6
152.234181,-81.974516,406862.14728776313,-772799.8716895686,1974.82,1023.58,951.25,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-0.6096325102376542,-2.850206537966835,0.3410745583527185,0.42107470353963616,-624.0076448290581,-2917.4144081320933,349.1170964386756,431.0036450491008,6
152.191553,-81.986546,406824.3421723007,-771335.3648131813,1999.82,1234.51,765.31,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-0.3467399956752853,-1.7192117179256432,0.3843965129000672,0.5080346738478286,-428.05399206109644,-2122.384057896386,474.541339140262,627.173885211883,6
152.145893,-81.998357,406836.5015448466,-769870.9683143891,1996.22,1256.01,740.22,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-1.3430834247764265,-2.1521303052013283,0.4267298663289726,0.595648604479969,-1686.9262123534395,-2703.0971846359203,535.9769794078528,748.1406037128859,6
152.096985,-82.009933,406902.15796412906,-768406.6645834534,1998.53,1320.68,677.85,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-0.9394257209937368,-2.5735616121550207,0.4307971185049518,0.6270362663763707,-1240.6807612020084,-3398.8513499408928,568.9451384671197,828.1142562779453,6
152.048559,-82.021552,406956.9673686729,-766942.1029245603,2005.48,1585.76,419.72,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-1.0459834222541469,-3.8611077209533615,0.49546073237999594,0.7408682429353554,-1658.6786716737358,-6122.790179579002,785.6818109789024,1174.839224917169,6
151.999784,-82.03315,407015.3391365234,-765477.5583369439,1995.59,1667.95,327.64,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-1.7599097534616241,-2.2003538813155257,0.48840808323686613,0.7338337426626015,-2935.441473286316,-3670.0802563402312,814.6402624349308,1223.9979910740863,6
151.951287,-82.044776,407066.3766296733,-764012.7637903291,1985.82,1546.89,438.93,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-1.0747868034017434,-2.141476474908926,0.41827408541587624,0.6118772307628244,-1662.576958314123,-3312.6285442718686,647.0239999889649,946.5067694947055,6
151.903471,-82.056459,407103.240878767,-762547.7973959389,1989.23,1245.56,743.67,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-1.9690569559287034,-2.7674126716927154,0.34585187198089884,0.46760807501242496,-2452.578582026556,-3446.9785273535786,430.77925766452836,582.433913912476,6
151.855418,-82.068131,407141.66659326106,-761082.6922653487,2026.42,1242.66,783.75,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-1.8309788633989537,-3.6358630800516454,0.3525778820392916,0.44107148449158384,-2275.284194391344,-4518.141615056978,438.1344308949461,548.1018909183116,6
151.806889,-82.079771,407185.890630139,-759617.7707743677,2038.23,1288.62,749.61,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-2.206699524497072,-3.8069953279701583,0.37460714661696326,0.45845727608334663,-2843.5971412574168,-4905.770319528905,482.72626127355113,590.7772151065221,6
151.758585,-82.091435,407223.7169111889,-758152.6276727327,2052.34,1307.62,744.72,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-2.1965584026927423,-3.7115810472479907,0.3906731555864432,0.5180551217067518,-2872.2636985290833,-4853.337609002417,510.85203170794483,677.4192382461828,6
151.709981,-82.103076,407264.52254827,-756688.0548071687,2059.94,1326.17,733.78,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-3.1038143213808764,-3.2269001763876193,0.42672747332255095,0.6121951819457394,-4116.185438585677,-4279.41820691997,565.9131732961674,811.8748844409813,6
151.660833,-82.114681,407312.1807213117,-755223.5653394689,2059.53,1341.99,717.54,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-2.5665188846934552,-3.9852250038293415,0.5182347381439015,0.7755074265763502,-3444.24267806977,-5348.132102888938,695.4658362417345,1040.7232113911962,6
151.611899,-82.126312,407353.4701079021,-753758.5915708719,2063.71,1356.43,707.29,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-1.3667718644473514,-3.286530675536641,0.4873106027272966,0.7390818978802058,-1853.930360092321,-4457.948804218166,661.002720857387,1002.5128587416476,6
151.562716,-82.137929,407396.5598037973,-752293.687106361,2071.18,1329.77,741.41,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-1.4780197278173028,-3.758397992158027,0.39130412277956894,0.5878423737921451,-1965.4262934596147,-4997.804898031979,520.3444833485873,781.6951533975807,6
151.513689,-82.149562,407434.56604518654,-750828.8542676539,2078.03,1262.11,815.91,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-1.6131120127970962,-3.176077370462966,0.3269585194817885,0.47824315108377896,-2035.924802471343,-4008.5590100350137,412.65761702316007,603.5954634143483,6
151.464715,-82.161204,407469.20985643537,-749364.0369118577,2092.01,1310.92,781.1,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-1.6431932148714925,-3.0885944947589445,0.3401819744224028,0.49903401423086524,-2154.0948492393372,-4048.9002950693957,445.95135390981625,654.1936699355259,6
151.479987,-82.157618,407456.327170735,-749816.5092884083,2088.2,1276.94,811.26,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-1.628809974700689,-3.4039661375478523,0.3307052274154323,0.48416335408255606,-2079.8926090942978,-4346.660519680355,422.29073309586215,618.2475533621791,6
151.412952,-82.166862,407850.5643901788,-748453.3678794123,2089.33,1295.65,793.68,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-1.4533257837674576,-3.021160430153376,0.34943175124991693,0.5182654706745409,-1883.0015517383065,-3914.366511328222,452.7412485069549,671.490657079469,6
151.320838,-82.163702,409218.8324422612,-748099.2789419881,2109.8,1313.75,796.05,False,NASA_2011_ICEBRIDGE_AIR_BM2.csv,-1.310758748579641,-3.28454398930687,0.33691532584842016,0.4841531294233788,-1722.0093059465034,-4315.069665951901,442.62250933336196,636.0561737799638,6
